Collection ID,Image Link,Phylum (门),Order (目),Family (科),Genus (属),Scientific Name,Chinese Name,Identified By,Date Identified,Collector,Collection Number,Collection Date,Collection Location,Altitude,Habitat,Phenology
e6e762b5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334044,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7633e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334042,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e763c6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334043,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,张国进,20180517,PE西藏队,PE5875,20170905,中国 西藏自治区,3020~3460,林缘,有花无果
e6e7644f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334040,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e76561,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334038,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e764d8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334041,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE5856,20170903,中国 西藏自治区,3401,山坡,有花无果
e6e765ea,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334039,维管植物门,菊目,菊科,黏冠草属,Myriactis nepalensis Less.,圆舌粘冠草,张国进,20180401,PE西藏队,PE6192,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e7678e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334036,维管植物门,菊目,菊科,紫菀属,Aster ageratoides Turcz.,三脉紫菀,张国进,20180401,PE西藏队,PE6187,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e76816,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334033,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6139,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e76706,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334035,维管植物门,菊目,菊科,紫菀属,Aster ageratoides Turcz.,三脉紫菀,张国进,20180401,PE西藏队,PE6187,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e76928,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334031,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6139,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e768a0,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334034,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6139,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e769af,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334032,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180507,PE西藏队,PE6139,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e76a38,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334030,维管植物门,菊目,菊科,香青属,Anaphalis nepalensis (Spreng.) Hand.-Mazz. var. monocephala (DC.) Hand.-Mazz.,单头尼泊尔香青,张国进,20180517,PE西藏队,PE6120,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e76d7c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334023,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6071,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e76c6b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334025,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6091,20170907,中国 西藏自治区,4398,草甸,有花无果
e6e76f13,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334020,维管植物门,菊目,菊科,香青属,Anaphalis busua DC.,蛛毛香青,张国进,20180517,PE西藏队,PE6052,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e76e03,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334024,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6091,20170907,中国 西藏自治区,4398,草甸,有花无果
e6e76be1,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334027,维管植物门,菊目,菊科,蒲公英属,Taraxacum calanthodium Dahlst.,大头蒲公英,张国进,20180517,PE西藏队,PE6106,20170907,中国 西藏自治区,4398,草甸,有花无果
e6e76b51,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334029,维管植物门,菊目,菊科,香青属,Anaphalis nepalensis (Spreng.) Hand.-Mazz. var. monocephala (DC.) Hand.-Mazz.,单头尼泊尔香青,张国进,20180517,PE西藏队,PE6120,20170907,中国 西藏自治区,4474,山坡,有花无果
e6e76ac2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334028,维管植物门,菊目,菊科,蒲公英属,Taraxacum calanthodium Dahlst.,大头蒲公英,张国进,20180517,PE西藏队,PE6106,20170907,中国 西藏自治区,4398,草甸,有花无果
e6e76cf4,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334026,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6091,20170907,中国 西藏自治区,4398,草甸,有花无果
e6e77023,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334018,维管植物门,菊目,菊科,合耳菊属,Synotis tetrantha (DC.) C.Jeffrey & Y.L.Chen,四花合耳菊,张国进,20180517,PE西藏队,PE6022,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e771c9,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334015,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6017,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e76678,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334037,维管植物门,菊目,菊科,紫菀属,Aster ageratoides Turcz.,三脉紫菀,张国进,20180401,PE西藏队,PE6187,20170910,中国 西藏自治区,2488~2994,山坡林下,有花无果
e6e77250,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334016,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6017,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e770b2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334019,维管植物门,菊目,菊科,合耳菊属,Synotis tetrantha (DC.) C.Jeffrey & Y.L.Chen,四花合耳菊,张国进,20180517,PE西藏队,PE6022,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e772d8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334013,维管植物门,菊目,菊科,香青属,Anaphalis aureopunctata,,张国进,20180517,PE西藏队,PE6874,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77360,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334014,维管植物门,菊目,菊科,香青属,Anaphalis aureopunctata,,张国进,20180517,PE西藏队,PE6874,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77141,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334017,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6017,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e773e7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334011,维管植物门,菊目,菊科,香青属,Anaphalis xylorhiza Sch.,木根香青,张国进,20180517,PE西藏队,PE6857,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e76e8b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334022,维管植物门,菊目,菊科,香青属,Anaphalis busua DC.,蛛毛香青,张国进,20180517,PE西藏队,PE6052,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e76f9a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334021,维管植物门,菊目,菊科,香青属,Anaphalis busua DC.,蛛毛香青,张国进,20180517,PE西藏队,PE6052,20170906,中国 西藏自治区,2935,山谷林缘,有花无果
e6e7746f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334012,维管植物门,菊目,菊科,香青属,Anaphalis xylorhiza Sch.,木根香青,张国进,20180517,PE西藏队,PE6857,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77584,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334009,维管植物门,菊目,菊科,香青属,Anaphalis xylorhiza Sch.,木根香青,张国进,20180517,PE西藏队,PE6857,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e774f9,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334010,维管植物门,菊目,菊科,香青属,Anaphalis xylorhiza Sch.,木根香青,张国进,20180517,PE西藏队,PE6857,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77611,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334007,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6855,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77699,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334008,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6855,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e777a7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334005,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6853,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77720,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334006,维管植物门,菊目,菊科,香青属,Anaphalis margaritacea Benth. & Hook.f.,珠光香青,张国进,20180517,PE西藏队,PE6855,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e778b5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334002,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6853,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e7782e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334004,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6853,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e7793c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334003,维管植物门,菊目,菊科,飞蓬属,Erigeron multiradiatus Benth. & Hook.f.,多舌飞蓬,张国进,20180401,PE西藏队,PE6853,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e779c4,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334001,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6846,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77a51,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02334000,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6846,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77e12,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333994,维管植物门,菊目,菊科,天名精属,Carpesium scapiforme F.H.Chen & C.M.Hu,葶茎天名精,张国进,20180401,PE西藏队,PE6806,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77b68,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333997,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6833,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77adf,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333999,维管植物门,菊目,菊科,香青属,Anaphalis contorta Hook.f.,旋叶香青,张国进,20180517,PE西藏队,PE6846,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77d00,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333995,维管植物门,菊目,菊科,天名精属,Carpesium scapiforme F.H.Chen & C.M.Hu,葶茎天名精,张国进,20180401,PE西藏队,PE6806,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77c77,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333996,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6833,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77bef,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333998,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6833,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77d89,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333993,维管植物门,菊目,菊科,天名精属,Carpesium scapiforme F.H.Chen & C.M.Hu,葶茎天名精,张国进,20180401,PE西藏队,PE6806,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77e9a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333992,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6801,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e77f22,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333990,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6801,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e78063,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333989,维管植物门,菊目,菊科,飞蓬属,Erigeron canadensis Linn.,,张国进,20180401,PE西藏队,PE6783,20170917,中国 西藏自治区,3568,干山坡,有花无果
e6e77fd2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333991,维管植物门,菊目,菊科,紫菀属,Aster albescens (DC.) Wall.,小舌紫菀,张国进,20180401,PE西藏队,PE6801,20170917,中国 西藏自治区,3971,山坡,有花无果
e6e780ed,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333987,维管植物门,菊目,菊科,蒲公英属,Taraxacum sikkimense Hand.-Mazz.,锡金蒲公英,张国进,20180517,PE西藏队,PE6772,20170917,中国 西藏自治区,3568,干山坡,有花无果
e6e78177,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333988,维管植物门,菊目,菊科,飞蓬属,Erigeron canadensis Linn.,,张国进,20180401,PE西藏队,PE6783,20170917,中国 西藏自治区,3568,干山坡,有花无果
e6e781ff,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333986,维管植物门,菊目,菊科,蒲公英属,Taraxacum sikkimense Hand.-Mazz.,锡金蒲公英,张国进,20180517,PE西藏队,PE6772,20170917,中国 西藏自治区,3568,干山坡,有花无果
e6e78289,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333984,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6728,20170916,中国 西藏自治区,3568,干山坡,有花无果
e6e78311,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333985,维管植物门,菊目,菊科,蒲公英属,Taraxacum sikkimense Hand.-Mazz.,锡金蒲公英,张国进,20180517,PE西藏队,PE6772,20170917,中国 西藏自治区,3568,干山坡,有花无果
e6e78399,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333983,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6728,20170916,中国 西藏自治区,3568,干山坡,有花无果
e6e78423,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333981,维管植物门,菊目,菊科,蒿属,Artemisia mattfeldii Pampan.,粘毛蒿,张国进,20180517,PE西藏队,PE6718,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e784b2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333982,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6728,20170916,中国 西藏自治区,3568,干山坡,有花无果
e6e78542,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333980,维管植物门,菊目,菊科,蒿属,Artemisia mattfeldii Pampan.,粘毛蒿,张国进,20180517,PE西藏队,PE6718,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e785cd,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333979,维管植物门,菊目,菊科,蒿属,Artemisia mattfeldii Pampan.,粘毛蒿,张国进,20180517,PE西藏队,PE6718,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e78658,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333977,维管植物门,菊目,菊科,蒿属,Artemisia waltonii J.R.Drumm. ex Pampan.,藏龙蒿,张国进,20180517,PE西藏队,PE6715,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e7876c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333976,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6708,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e787f6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333974,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6708,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e7887f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333975,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6708,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e78907,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333972,维管植物门,壳斗目,桦木科,桦木属,Betula utilis D.Don,糙皮桦,陈之端,20190102,PE西藏队,PE6679,20170914,中国 西藏自治区,3934,路边山坡,有花有果
e6e78990,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333973,维管植物门,菊目,菊科,紫菀属,Aster gouldii C.E.C.Fischer,,张国进,20180401,PE西藏队,PE6708,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e786e2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333978,维管植物门,菊目,菊科,蒿属,Artemisia waltonii J.R.Drumm. ex Pampan.,藏龙蒿,张国进,20180517,PE西藏队,PE6715,20170915,中国 西藏自治区,4200,湖边山坡,有花无果
e6e78a1c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333971,维管植物门,菊目,菊科,火绒草属,Leontopodium dedekensii (Bureau & Franch.) Beauverd,戟叶火绒草,张国进,20180517,PE西藏队,PE6691,20170914,中国 西藏自治区,3934,路边山坡,有花无果
e6e78aac,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333970,维管植物门,菊目,菊科,火绒草属,Leontopodium dedekensii (Bureau & Franch.) Beauverd,戟叶火绒草,张国进,20180517,PE西藏队,PE6691,20170914,中国 西藏自治区,3934,路边山坡,有花无果
e6e78b36,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333969,维管植物门,菊目,菊科,火绒草属,Leontopodium dedekensii (Bureau & Franch.) Beauverd,戟叶火绒草,张国进,20180517,PE西藏队,PE6691,20170914,中国 西藏自治区,3934,路边山坡,有花无果
e6e78bc2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333967,维管植物门,菊目,菊科,火绒草属,Leontopodium pusillum Hand.-Mazz.,弱小火绒草,郑继业,20190417,PE西藏考察队,8048,20180702,中国 西藏自治区,5129,高山草甸,有花无果
e6e78d69,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333964,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla griffithii Hook.f.,柔毛委陵菜,刘彬彬,20180509,PE西藏考察队,7851,20180625,中国 西藏自治区,3915,高山灌丛草甸,有花无果
e6e78c50,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333968,维管植物门,金虎尾目,杨柳科,柳属,Salix daltoniana Anderss.,褐背柳,何理,20181029,PE西藏考察队,7655,20180621,中国 西藏自治区,3796~4100,高山灌丛,有花无果
e6e78f17,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333961,维管植物门,禾本目,禾本科,仲彬草属,"Kengyilia kokonorica (Keng) J.L.Yang, C.Yen & B.R.Baum",,张中帅,20180312,PE西藏考察队,7725,20180623,中国 西藏自治区,4175,流石滩、溪边,有花无果
e6e78e81,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333963,维管植物门,杜鹃花目,报春花科,点地梅属,Androsace forrestiana,,鞠文彬,20181105,PE西藏考察队,7781,20180624,中国 西藏自治区,3105,灌丛,有花无果
e6e78fa7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333962,维管植物门,杜鹃花目,报春花科,点地梅属,Androsace strigillosa Franch.,糙伏毛点地梅,鞠文彬,20181105,PE西藏考察队,7762,20180624,中国 西藏自治区,3611,山坡灌丛,有花无果
e6e790bc,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333959,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla multiceps T.T.Yu & C.L.Li,多头委陵菜,何理,20181029,PE西藏考察队,7557,20180620,中国 西藏自治区,4158,,有花无果
e6e79032,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333960,维管植物门,杜鹃花目,杜鹃花科,岩须属,Cassiope fastigiata D.Don,扫帚岩须,耿玉英,20190131,PE西藏考察队,7633,20180621,中国 西藏自治区,3796~4100,高山灌丛,有花无果
e6e78cdc,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333966,维管植物门,菊目,菊科,火绒草属,Leontopodium pusillum Hand.-Mazz.,弱小火绒草,郑继业,20190417,PE西藏考察队,8048,20180702,中国 西藏自治区,5129,高山草甸,有花无果
e6e79147,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333957,维管植物门,菊目,菊科,蒲公英属,Taraxacum tibetanum Hand.-Mazz.,藏蒲公英,张国进,20190415,PE西藏考察队,7382,20180616,中国 西藏自治区,3934,山谷灌丛,有花无果
e6e7925c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333955,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla cuneata Wall.,楔叶委陵菜,刘彬彬,20180905,PE西藏考察队,7036,20180608,中国 西藏自治区,4172~4868,山坡,有花无果
e6e792e8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=02333956,维管植物门,伞形目,伞形科,葛缕子属,Carum carvi Linn.,葛缕子,"温珺,余岩",20190417,PE西藏考察队,7371,20180616,中国 西藏自治区,3934,山谷灌丛,有花无果
